ax,ay,az
-4.33,-2.99,4.05
,,
-0.73,-4.21,3.66
-0.22,-4.42,3.83
-0.37,-4.77,3.92
-0.27,-6.02,3.27
-1.14,-5.46,3.45
0.11,-5.99,1.89
0.25,-6.29,1.64
0.93,-7.51,1.13
-2.09,-4.51,3.44
1.33,-7.1,0.8
-0.39,-6.61,3.38
-2.01,-4.47,5.44
-3.19,-45.62,-5.25
-35.43,19.9,-3.51
-41.58,-45.65,-17.13
-40.32,26.63,-34.17
2.98,-34.13,-3.27
6.95,-45.71,-6.97
6.95,-45.71,-6.97
7.83,-45.23,-4.83
-0.08,-44.9,-3.6
-33,-45.09,-14.65
-33,-45.09,-14.65
-41.53,-45.48,-23.71
-45.63,-45.93,-33.18
-44.61,-45.86,-35.03
-43.2,-12.66,-34.34
-41.51,6.96,-34.03
-39.91,30.55,-34.14
-38.47,30.54,13.04
-36.94,30.94,-1.17
-35.6,31.16,0.32
-35.18,11.65,13.14
-35.22,23.94,17.96
-32.51,26.45,16.94
-33.24,5.67,5.38
-22.43,3.54,6.04
-14.02,4.2,7.62
-13.77,2.37,8.68
-11.62,-1.86,8.73
-9.42,-4.13,7.82
-7.74,-5.92,6.77
-7.81,-6.23,6.15
-7.37,-5.78,5.84
-6.68,-5.56,5.29
-5.15,-5.59,3.79
-4.78,-5.67,3.36
-4.32,-5.94,3.11
-4.07,-5.62,3
-4.12,-5.3,3.34
,,
-0.22,-4.42,3.83
-0.37,-4.77,3.92
-0.27,-6.02,3.27
-1.14,-5.46,3.45
0.11,-5.99,1.89
0.25,-6.29,1.64
0.93,-7.51,1.13
-2.09,-4.51,3.44
1.33,-7.1,0.8
-0.39,-6.61,3.38
-2.01,-4.47,5.44
-3.19,-45.62,-5.25
-35.43,19.9,-3.51
-41.58,-45.65,-17.13
-40.32,26.63,-34.17
2.98,-34.13,-3.27
-0.52,-4.12,5.04
-0.61,-4.2,4.98
0.31,-4.92,5.24
0.4,-5.1,5.37
0.29,-4.93,5.43
0.07,-4.17,5.76
-0.53,-3.53,5.8
-1.07,-3.06,5.87
-1.7,-2.69,6
-2.15,-2.29,6.11
-2.45,-1.97,6.16
-2.5,-1.85,6.08
-2.4,-2.74,5.48
-2.4,-3.27,5.15
-2.45,-4.15,4.89
-1.56,-4.92,4.17
-1.23,-5.82,3.8
-0.94,-6.82,3.27
-0.97,-8.54,2.73
-1.26,-10.36,2.31
-1.11,-14.16,1.52
-0.49,-20.05,0.21
1.03,-38.53,-2.05
1.78,-44.67,-2.65
3.31,-44.19,-1.86
-1.49,-43.8,6.9
-14.55,-43.56,9.44
-29.25,-43.51,8.2
-47.92,-43.6,-3.37
-47.82,-43.71,-15.99
-47.61,-43.81,-31.72
-47.04,-44.08,-35.58
-45.8,-8.71,-34.15
-43.88,16.82,-33.22
,,
-0.37,-4.77,3.92
-0.27,-6.02,3.27
-1.14,-5.46,3.45
0.11,-5.99,1.89
0.25,-6.29,1.64
0.93,-7.51,1.13
-2.09,-4.51,3.44
1.33,-7.1,0.8
-0.39,-6.61,3.38
-2.01,-4.47,5.44
-3.19,-45.62,-5.25
-35.43,19.9,-3.51
-41.58,-45.65,-17.13
-40.32,26.63,-34.17
2.98,-34.13,-3.27
-0.52,-4.12,5.04
-3.14,-2.97,7.06
-2.99,-3.12,6.83
-2.84,-3.32,6.67
-2.76,-3.59,6.58
-2.47,-3.57,6.52
-2.47,-3.57,6.52
-2.91,-3.42,6.1
-2.19,-4.22,5.7
-2.11,-4.41,5.14
-1.47,-4.68,4.76
-0.28,-5.79,4.84
-0.15,-6.34,4.73
-0.04,-6.74,4.67
0,-6.67,4.64
0.59,-6.49,4.59
0.59,-6.49,4.59
0.53,-6.26,4.61
0.05,-5.28,4.63
-0.08,-4.87,4.58
0.09,-4.43,4.6
0.09,-4.43,4.6
0.45,-4.77,4.31
0.65,-4.95,4.07
0.59,-5.14,3.93
1.3,-5.78,3.74
1.3,-5.78,3.74
1.44,-6.11,3.67
1.43,-5.91,3.58
0.98,-5.3,3.64
0.35,-4.86,3.9
0.35,-4.86,3.9
0.38,-4.16,4.64
0.61,-6.06,4.69
0.75,-6.2,4.59
,,
-0.27,-6.02,3.27
-1.14,-5.46,3.45
0.11,-5.99,1.89
0.25,-6.29,1.64
0.93,-7.51,1.13
-2.09,-4.51,3.44
1.33,-7.1,0.8
-0.39,-6.61,3.38
-2.01,-4.47,5.44
-3.19,-45.62,-5.25
-35.43,19.9,-3.51
-41.58,-45.65,-17.13
-40.32,26.63,-34.17
2.98,-34.13,-3.27
-0.52,-4.12,5.04
-3.14,-2.97,7.06
-2.77,-3.65,6.6
-2.74,-3.78,6.66
-2.77,-3.56,6.9
-2.97,-3.14,7.02
-2.89,-3.44,6.97
-2.72,-3.54,6.9
-2.52,-3.49,6.94
-2.19,-3.22,6.96
-2.2,-3.19,6.91
-2.23,-3.26,6.91
-2.03,-3.44,7.01
-1.99,-3.27,7.08
-2.36,-3.13,7.13
-2.39,-2.97,7.05
-2.5,-2.99,6.93
-2.41,-2.91,6.86
-2.22,-2.87,6.88
-1.83,-3.05,6.97
-1.84,-3.13,6.96
-1.86,-3.3,6.97
-2.17,-3.06,7.18
-2.08,-3.04,7.23
-2.24,-2.88,7.31
-2.63,-2.23,7.36
-2.51,-2.52,7.29
-2.4,-2.55,7.24
-2.32,-2.53,7.17
-1.85,-3.06,7.08
-1.83,-3.16,6.95
-1.74,-3.09,6.9
-2.03,-3.05,6.92
-2.29,-2.76,7.06
-2.37,-2.67,7.12
-2.46,-2.96,7.16
,,
-0.09,-0.02,-0.18
-0.13,-0.05,-0.18
-0.15,-0.07,-0.16
-0.18,-0.18,-0.23
-0.2,-0.25,-0.27
0,-0.39,-0.52
0.1,-0.41,-0.68
0.12,-0.38,-0.89
0.13,0.17,-1.56
0.07,0.51,-2
0.08,0.88,-2.43
0.27,2.08,-2.86
0.3,2.59,-2.94
0.42,2.55,-3.09
0.63,1.74,-3.43
2.02,-2,-4.19
3.57,-5,-4.97
5.83,-8.91,-6.2
12.13,-20.89,-13.24
15.03,-34.04,-24.03
17.77,-43.96,-39.3
35.61,-44.91,-45.17
34.54,-46.1,-43.3
2.9,-47.1,-41.64
-42.16,-47.68,-27.3
-41.4,-48.01,-26.82
-39.65,-48.2,-38.09
-31.93,-40.23,-37.87
-36.33,10.56,-38.14
-34.42,31.49,-38.6
-33.08,17.04,-16.17
-31.94,28.49,2.72
-31.19,34.36,-2.97
-30.99,12.66,4.76
-30.84,34.84,16.71
-30.7,28.41,9.77
-30.64,20.75,0.29
-27.66,17.76,-0.4
-10.45,15.77,2.42
-13.2,10.3,6.18
-10.66,6.39,5.74
-8.39,1.32,9.45
-7.25,-1.92,5.99
-4.96,-3.73,5.42
-2.08,-3.18,2.88
-0.85,-3.09,1.71
-0.12,-3.32,0.57
0.65,-3.17,-0.13
1.07,-2.97,-0.92
0.63,-2.75,-1.08
,,
-0.12,-1.42,-0.05
-0.18,-1.35,-0.03
-0.16,-1.36,-0.07
-0.08,-1.32,-0.11
-0.08,-1.29,-0.19
-0.05,-1.28,-0.32
0.02,-1.11,-0.56
0.14,-1.16,-0.66
0.63,-1.25,-0.82
0.32,-1.56,-1.12
0.2,-1.61,-1.24
0.31,-1.65,-1.21
0.55,-1.92,-1.3
0.66,-2.38,-1.48
0.87,-2.95,-1.73
1.14,-4.05,-2.07
2.89,-8.08,-3.16
4.44,-11.29,-4.1
6.11,-15.06,-5.29
9.76,-25.39,-9.76
11.59,-31.63,-12.03
12.64,-39.19,-14.08
15.53,-45.78,-15.5
13.3,-46.11,-12.69
7.89,-46.53,-10.17
-1.69,-46.96,-8.66
-23.82,-47.4,-9.46
-34.59,-47.79,-12.88
-41.2,-48.05,-19.41
-40.02,-33.31,-37.74
-38.32,-21.74,-37.18
-36.36,-4.77,-37.11
-34.51,31.54,-29.35
-32.94,30.83,-19.66
-31.76,24.44,-22
-31.08,11.35,-19.01
-30.84,3.51,0.49
-30.78,23.22,-3.06
-30.73,28.02,-5.22
-29.27,23.76,-6.73
-21.94,20.06,-7.36
-15.74,15.9,-5.85
-13.68,10.91,-1.24
-15.19,8.9,0.82
-14.91,6.39,3.35
-13.42,6.12,4.39
-10.09,3.09,3.05
-7.38,2.94,1.96
-4.54,2.11,1.32
-2.25,-0.49,1.28
,,
-0.04,-0.53,-0.05
0,-0.6,-0.08
0.05,-0.69,-0.1
0.19,-0.85,-0.13
0.16,-0.89,-0.2
0.12,-0.86,-0.31
0.05,-0.6,-0.45
0.12,-0.6,-0.65
0.25,-0.59,-0.76
0.35,-0.69,-0.92
0.68,-0.61,-0.99
0.68,-0.6,-1.02
0.67,-0.82,-1.11
0.89,-1.62,-1.38
1.13,-2.19,-1.58
1.3,-2.97,-1.88
1.85,-6.2,-3.03
2.31,-9.06,-3.88
2.7,-13.07,-4.91
2.96,-18.46,-6.24
5.7,-34.92,-8.53
9.15,-45.32,-7.66
14.41,-45.66,-6.4
7.66,-45.97,-6.14
-6.62,-46.36,-3.67
-17.39,-46.79,-1.84
-32.85,-47.23,-8.27
-39.21,-47.65,-18.02
-41.52,-46.32,-33.52
-40.35,-26.8,-38.47
-36.26,17.76,-38
-37.02,30.45,-38.15
-35.1,30.99,-34.14
-33.37,19.83,-10.37
-32.03,27.89,-16.36
-31.23,22.5,-14.33
-30.92,21.23,3.21
-30.93,26.8,2.03
-30.8,27.31,4.31
-27.33,24.65,4.78
-22.95,15.58,1.43
-16.41,13.25,0.25
-10.33,10.41,0.41
-6.96,6.54,2.86
-6.95,5.36,3.32
-6.33,3.88,3.38
-4.53,1.32,4.23
-4.1,0.48,4.28
-3.67,0.56,3.92
-3.13,0.21,3.58
,,
-3.55,1.89,0.75
-3.47,1.69,0.93
-2.55,0.18,0.79
-2.18,-0.55,0.48
-1.88,-0.84,0.3
-1.58,-1,0.2
-0.97,-0.96,-0.26
-0.62,-0.97,-0.59
-0.1,-1.1,-0.92
0.79,-1.29,-1.48
1.13,-1.4,-1.65
1.51,-1.66,-1.83
2.36,-2.14,-2.09
2.54,-2.48,-2.23
2.77,-2.81,-2.23
2.76,-3.27,-2.36
3.12,-4.42,-2.4
3.26,-5.13,-2.47
4,-6.58,-2.72
6.59,-12.27,-4.14
7.8,-15.4,-5.35
9.32,-19.21,-7.25
12.04,-32.1,-13.01
13.76,-41.65,-16.58
16.43,-45.1,-20.15
19.51,-45.58,-20.5
14.65,-46.23,-21.33
4.31,-46.86,-20.49
-6.22,-47.43,-19.12
-23.22,-47.88,-20.09
-27.95,-48.16,-24.19
-29.82,-42,-31.53
-29.85,-7.44,-37.91
-31.5,7.41,-38.15
-34.23,27.62,-39.09
-32.59,32.9,-30.41
-31.42,8.83,-6.29
-30.76,2.69,-13.46
-30.47,3.08,-4.1
-30.33,22.79,18.34
-30.19,28.22,22.57
-30.06,17.18,8.89
-28.12,15.32,1.23
-19.23,14.46,-2.26
-15.5,13.76,-2.06
-14.66,12.71,0.67
-13.16,7.52,3.92
-11.47,6.48,6
-9.98,4.61,6.83
-6.38,1.33,6.06
,,
-0.01,-1.12,-0.07
0.03,-1.29,-0.32
0.58,-1.57,-0.75
0.76,-1.66,-0.84
0.74,-1.75,-0.88
0.83,-1.81,-1.05
0.9,-1.87,-1.1
0.91,-2.04,-1.16
0.92,-2.24,-1.22
1.03,-2.57,-1.4
1.05,-2.72,-1.44
1.01,-2.76,-1.48
1.08,-3.14,-1.64
1.18,-3.48,-1.71
1.18,-4.06,-1.75
1.24,-5.57,-1.76
1.38,-6.14,-1.72
1.17,-6.69,-1.63
0.83,-7.2,-1.44
1,-9.84,-1.57
2.39,-13.24,-1.85
3.78,-18.01,-2.34
5.94,-31.57,-5.31
7.42,-42.01,-7.08
8.79,-45.6,-6.57
-4.33,-45.78,-4.26
-19.54,-45.99,-0.76
-31.95,-46.24,4.29
-39.94,-46.54,6.98
-44.21,-46.84,-1.44
-43.85,-47.13,-15.33
-43.1,-47.31,-33.81
-41.66,-17.06,-35.89
-39.58,-0.79,-35.11
-37.11,20.13,-35.06
-34.66,26.79,-21.92
-32.68,22.56,-2.34
-31.18,31.23,-20.77
-30.47,18.33,-17.09
-30.32,-15.02,3.9
-30.27,20.87,10.4
-30.14,34.09,6.97
-29.74,15.25,-4.69
-23.13,11.93,-5.96
-15.6,10.72,-7.49
-6.33,7.6,-0.31
-6.68,3.66,1.81
-6.36,1.81,3.91
-6.11,1.86,6.62
-4.76,0.31,8.96
,,
0.36,-2.36,-0.13
0.48,-2.58,-0.18
0.52,-2.79,-0.22
0.62,-3.36,-0.33
0.63,-3.5,-0.3
0.64,-3.55,-0.29
0.53,-3.51,-0.17
0.01,-3.54,0.07
-0.09,-3.72,0.21
-0.23,-3.94,0.35
-0.35,-4.83,0.47
-0.44,-5.25,0.47
-0.55,-5.61,0.38
-0.63,-6.42,-0.05
-0.48,-7.05,-0.31
-0.21,-8,-0.66
0.8,-10.51,-1.7
1.4,-12,-2.32
1.92,-13.4,-3.04
2.29,-14.82,-3.84
3.08,-16.81,-5.49
2.98,-17.61,-6.04
2.7,-18.32,-6.36
1.87,-19.53,-6.58
1.01,-19.93,-6.09
-0.02,-20.48,-5.54
-2.28,-20.3,-5.59
-3.72,-19.94,-5.62
-4.84,-19.49,-5.76
-5.23,-19.32,-6.36
-5.49,-20.39,-8.99
-5.71,-20.26,-10.54
-6.86,-18.82,-11.4
-11.95,-13.26,-12.65
-13.57,-9.93,-12.75
-14.99,-7.13,-13.01
-18.23,-0.76,-13.25
-18.69,3.16,-12.91
-19.57,6.12,-12.38
-20.81,9.25,-11.76
-28.4,18.94,-7.49
-31.49,21.01,-3.81
-31.89,19.72,-0.38
-26.45,17.4,2.28
-19.93,15.86,1.74
-16.11,12.89,1.08
-16.13,5.43,1.12
-14.46,3.72,1.73
-12.01,3.63,2.44
-10.26,4.1,2.73
,,
-0.44,-1.27,-0.11
-0.56,-1.31,-0.01
-0.65,-1.44,0.03
-0.66,-1.78,0.02
-0.54,-2.07,-0.02
-0.17,-2.57,-0.19
0,-2.85,-0.3
0.08,-3.18,-0.39
0.63,-3.85,-0.85
1,-4.07,-1.01
1.31,-4.31,-1.19
1.66,-4.95,-1.43
1.64,-5.32,-1.45
1.51,-5.75,-1.33
1.39,-6.04,-1.09
1.31,-7.01,-0.54
1.25,-7.91,-0.2
1.28,-9.12,0.05
1.63,-11.97,0.33
1.7,-13.87,0.33
1.55,-15.91,0.28
0.47,-20.54,0.27
-0.55,-23.69,1
-2.05,-27.4,2.62
-4.11,-30.73,3.89
-9.83,-34.44,5.25
-12.74,-34.86,5.56
-15.51,-34.11,5.55
-19.37,-29.45,3.31
-20.77,-28.77,1.09
-21.25,-28.94,-3.14
-19.12,-22.98,-18.18
-16.48,-16.12,-24.96
-14.73,-8.72,-27.76
-15.4,-0.83,-28.18
-17.18,15.54,-32.63
-15.95,23.4,-22.76
-17.16,23,-2.9
-27.34,14.28,-8.63
-17.62,12.74,-12.12
-19.23,12.66,-8.72
-28.16,7.5,-2.08
-27.4,8.71,0.9
-22.43,10.75,2.58
-19.9,10.72,3.77
-18.63,9.7,2.81
-16.26,8.98,2.18
-13.4,8.04,1.75
-8.75,6.32,0.88
-7.05,5.21,-0.1
,,
-0.66,-1.78,0.02
-0.54,-2.07,-0.02
-0.17,-2.57,-0.19
0,-2.85,-0.3
0.08,-3.18,-0.39
0.63,-3.85,-0.85
1,-4.07,-1.01
1.31,-4.31,-1.19
1.66,-4.95,-1.43
1.64,-5.32,-1.45
1.51,-5.75,-1.33
1.39,-6.04,-1.09
1.31,-7.01,-0.54
1.25,-7.91,-0.2
0.54,-5.41,-2.31
0.91,-6.05,-2.04
0.97,-6.56,-1.9
1.05,-6.87,-1.79
1.48,-7.42,-1.63
1.51,-7.62,-1.58
1.25,-7.87,-1.54
1.21,-8.02,-1.15
1.18,-8.33,-0.72
0.9,-8.98,-0.38
0.82,-9.8,-0.12
1.35,-12.61,0.37
1.66,-14.25,0.6
2.36,-15.84,0.81
3.02,-17.78,0.58
2.97,-18.56,0.09
3.18,-19.1,-0.25
1.97,-21.67,-1.73
0.45,-22.83,-2.78
-0.98,-22.1,-2.77
-2.81,-23.71,-2.1
-6.6,-24.89,-0.18
-8.47,-26.42,1.19
-10.9,-27.82,2.72
-16.54,-27.92,4.36
-19.91,-26.76,4.76
-23.97,-25.14,4.4
-30.31,-18.01,-2.78
-30.76,-13.11,-8.64
-29.28,-7.62,-16.57
-25.21,-1.36,-24.19
-18.71,10.6,-27.42
-16.92,17.78,-29.93
-14.57,23.31,-31.23
-10.54,15.8,-12.52
-12.99,9.17,2.28
,,
-0.54,-2.07,-0.02
-0.17,-2.57,-0.19
0,-2.85,-0.3
0.08,-3.18,-0.39
0.63,-3.85,-0.85
1,-4.07,-1.01
1.31,-4.31,-1.19
1.66,-4.95,-1.43
1.64,-5.32,-1.45
1.51,-5.75,-1.33
1.39,-6.04,-1.09
1.31,-7.01,-0.54
1.25,-7.91,-0.2
0.54,-5.41,-2.31
0.91,-6.05,-2.04
0.97,-6.56,-1.9
-0.1,-12.92,2.89
-0.28,-15.82,1.61
-0.54,-16.83,1.23
-1.3,-17.64,0.94
-1.3,-17.64,0.94
-2.33,-20.38,0
-3.86,-23.94,0.11
-5.05,-26.07,-0.03
-7.83,-28.4,-0.71
-7.83,-28.4,-0.71
-9.34,-31.18,-0.63
-18.65,-32.1,-1.69
-22.8,-28.1,-3.06
-25.1,-21.83,-5.67
-25.1,-21.83,-5.67
-24.93,-6.05,-14.6
-22.9,8.58,-25.07
-23.57,15.52,-27.86
-30.09,29.84,-18.53
-30.09,29.84,-18.53
-31.93,29.37,1.46
-31.13,20.22,12.26
-16.46,8.41,-0.93
-19.41,0.32,0.37
-19.41,0.32,0.37
-21.84,-1.78,5.05
-17.83,3.79,6.1
-13.53,6.56,2.96
-10.95,7.69,0.59
-10.95,7.69,0.59
-8.91,6.82,1.29
-2.89,2.25,1.58
-1.76,1,1.8
-1.76,1,1.8
,,
-0.17,-2.57,-0.19
0,-2.85,-0.3
0.08,-3.18,-0.39
0.63,-3.85,-0.85
1,-4.07,-1.01
1.31,-4.31,-1.19
1.66,-4.95,-1.43
1.64,-5.32,-1.45
1.51,-5.75,-1.33
1.39,-6.04,-1.09
1.31,-7.01,-0.54
1.25,-7.91,-0.2
0.54,-5.41,-2.31
0.91,-6.05,-2.04
0.97,-6.56,-1.9
-0.1,-12.92,2.89
-13.69,24.44,-27.62
-17.41,16.49,-4.38
-28.43,15.97,9.22
-31.1,11.73,16.15
-27.44,6.77,-0.75
-19.75,9.73,0.24
-17.82,7.97,1.05
-17.98,7.7,2.79
-14.27,8.73,2.87
-11.17,8.76,2.2
-9.95,8.48,0.71
-7.89,6.38,1.03
-6.01,5.38,1.55
-4.17,4.12,1.76
-2.36,1.55,2.03
-1.62,0.59,2.23
-1.02,0.13,2.5
-0.16,-0.23,2.25
0.05,-0.43,2.12
0.24,-0.5,2.02
0.36,-0.41,1.9
-0.12,0.06,1.71
0.02,0.07,1.57
0.2,0.02,1.39
0.23,0.03,1.03
0.28,0.14,0.87
0.22,0.29,0.79
0.04,0.36,0.74
0.04,0.42,0.71
0.06,0.46,0.84
0.08,0.43,0.93
0.06,0.28,0.9
0.19,0.18,0.74
0.3,0.06,0.88
,,
1.31,-7.01,-0.54
1.25,-7.91,-0.2
0.54,-5.41,-2.31
0.91,-6.05,-2.04
0.97,-6.56,-1.9
-0.1,-12.92,2.89
-13.69,24.44,-27.62
0.94,-2.73,-1.01
1.09,-2.87,-1.03
1.19,-3.26,-1.13
1.64,-3.86,-1.16
1.86,-4.02,-1
1.92,-4.32,-0.79
1.97,-5.12,-0.51
2.09,-5.68,-0.33
2.37,-6.4,-0.08
2.98,-7.46,0.04
4.95,-9.99,0.09
6.26,-11.55,-0.1
7.53,-13.64,-0.48
9.17,-18.74,-1.44
8.05,-22.52,-1.31
6.77,-27.12,0.42
0.31,-32.06,6.57
-7.51,-34.98,9.94
-14.15,-36.97,13.07
-18.87,-38.46,15.18
-24.9,-39.6,14.82
-27.58,-39.66,13.1
-30.6,-38.16,9.02
-31.39,-30.42,-8.46
-30.58,-22.2,-18.14
-29.44,-7.69,-28.7
-20.53,12.55,-34.59
-16.79,18.21,-35.4
-16.73,22.78,-34.68
-17.43,23.03,-27.79
-14.21,20.33,-4.71
-24.4,12.71,8.12
-24.4,12.71,8.12
-23.87,14.04,-3.91
-29.34,14.16,-5.92
-28.82,13.49,-3.19
-16.9,15.19,-2.37
-16.9,15.19,-2.37
-13.22,11.04,-4.08
-10.35,9.65,-3.88
-5.89,7.14,-2.57
-4.12,5.67,-1.8
-3.14,3.94,-0.81
,,
0.8,-1.99,1.04
0.88,-1.82,1.08
0.97,-1.6,1.1
1.02,-1.52,1.05
1.04,-1.56,0.98
1.27,-1.6,0.67
1.32,-1.53,0.56
1.45,-1.5,0.39
1.58,-1.75,0.07
1.67,-1.94,-0.08
1.87,-2.23,-0.24
2.08,-2.51,-0.27
2.25,-3.22,-0.36
2.37,-3.55,-0.14
2.52,-4.09,-0.08
3.07,-5.46,-0.01
3.58,-6.31,0.02
4.19,-7.4,0.1
4.8,-9.6,-0.08
5.55,-11.05,-0.09
5.86,-12.8,-0.26
5.62,-17.37,-0.4
5.65,-19.96,0.55
4.47,-23.43,2.06
1.74,-26.52,4.05
-5.78,-32.02,8.05
-9.44,-34.86,9.61
-13.27,-36.84,11.08
-19.63,-37.1,10.51
-21.36,-34.91,7.73
-22.03,-32.5,3.36
-21.99,-23.36,-10.44
-19,-17.12,-18.05
-15.19,-10.23,-24.13
-12.83,-3.99,-28.03
-18.56,4.97,-29.75
-21.91,8.59,-27.44
-24.69,9.73,-24.31
-30.92,4.89,-17.19
-30.68,5.93,0.91
-30.61,7.69,16.09
-30.48,11.58,6.76
-27.96,13.34,2.84
-23.42,10.38,0.64
-22.67,7.98,0.4
-17.43,8.74,0.3
-12.94,9.46,0.37
-9.69,9.87,0.59
-7.21,7.74,1.08
-6.64,6.04,1.68
,,
0.62,-1.68,0.34
0.97,-1.91,0.25
1.3,-1.95,0.13
1.97,-2.42,-0.02
2.14,-2.52,-0.18
2.14,-2.52,-0.18
2.24,-2.5,-0.27
2.14,-2.24,-0.09
2,-2.38,0
1.75,-2.72,0.03
1.75,-2.72,0.03
1.67,-2.82,-0.01
1.96,-3.15,-0.24
2.66,-3.9,-0.65
3.25,-4.65,-0.97
3.25,-4.65,-0.97
4.11,-5.61,-1.42
7.28,-10,-2.81
8.61,-12.36,-3.08
10.74,-21.16,-3.3
10.74,-21.16,-3.3
12.89,-30.51,-2.81
20.68,-46.72,-3.14
13.19,-47.15,-8.62
4.56,-47.59,-11.68
4.56,-47.59,-11.68
-4.11,-47.95,-14.9
-21.2,-36.61,-26.7
-22.43,-23.17,-32.61
-22.59,-6.49,-39.64
-22.59,-6.49,-39.64
-26.78,-1.99,-37.45
-30.57,4,-33.6
-29.97,-10.8,-28.23
-29.67,-18.03,11.83
-29.67,-18.03,11.83
-29.66,-11.54,26.57
-29.68,8.16,-1.05
-29.75,4.73,3.53
-29.22,7.4,3.03
-29.22,7.4,3.03
-24,7.89,1.83
-21.15,9.1,1.13
-11.35,5.03,4.74
-8.29,3.56,4.81
-8.29,3.56,4.81
-5.6,2.03,5.13
1.11,-2.34,6.38
2.07,-3.56,6.47
2.54,-4.04,6.26
,,
0.83,-1.28,0
0.72,-1.2,0.08
0.62,-1.21,0.08
0.66,-1.25,0.02
0.56,-1.31,-0.11
0.6,-1.3,-0.13
0.63,-1.44,-0.14
0.93,-2.02,-0.27
1.2,-2.32,-0.4
1.44,-2.6,-0.61
1.81,-3.3,-0.87
1.89,-3.63,-0.89
1.93,-3.89,-0.89
1.9,-4.07,-0.93
2.06,-4.43,-1.18
2.35,-4.82,-1.35
2.64,-5.3,-1.8
3.29,-7.26,-2.78
3.68,-8.25,-3.21
3.97,-9.32,-3.67
4.73,-11.1,-4.6
5.14,-12.02,-5
5.44,-13.03,-5.41
5.64,-14.42,-5.71
6.4,-18.37,-6.49
6.47,-20.5,-6.54
6.62,-23.25,-6.28
7.25,-28.79,-5.59
6.72,-32.07,-5.29
5.19,-34.13,-4.7
-0.11,-33.54,-5.08
-3.19,-32.48,-5.01
-6.29,-31.1,-5.76
-8.73,-29.14,-8.39
-12.61,-19.29,-18.28
-12.48,-12.82,-21.88
-11.22,-6.81,-23.65
-14.09,1.42,-23.1
-17.74,6.93,-23.27
-22.72,13.88,-22.7
-31.58,8.49,0.83
-30.98,7.55,-5.09
-28.53,11.14,-11.64
-23.88,12.24,-7.74
-30.06,2.8,-4.66
-30,1.58,-0.88
-29.03,3.05,1.89
-24.72,5.31,3.73
-23.28,6.07,3.25
-20.21,8,2.97
,,
0.72,-1.2,0.08
0.62,-1.21,0.08
0.66,-1.25,0.02
0.56,-1.31,-0.11
0.6,-1.3,-0.13
0.63,-1.44,-0.14
0.93,-2.02,-0.27
1.2,-2.32,-0.4
1.44,-2.6,-0.61
1.81,-3.3,-0.87
1.89,-3.63,-0.89
1.93,-3.89,-0.89
1.9,-4.07,-0.93
2.06,-4.43,-1.18
2.35,-4.82,-1.35
2.64,-5.3,-1.8
3.56,-6.09,-3.04
3.56,-6.47,-2.9
3.39,-6.7,-2.73
3.12,-7.06,-2.44
3.08,-7.47,-2.06
2.78,-8.06,-1.68
2.37,-8.76,-1.25
1.98,-9.75,-0.03
1.02,-10.66,0.57
0.48,-11.56,1.11
0.81,-14.39,1.48
1.02,-15.81,1.35
1.07,-17.29,1.14
0.73,-20.95,-0.31
0.2,-22.31,-0.92
-0.94,-23.59,-1.45
-2.36,-25.09,-1.6
-2.36,-25.09,-1.6
-9.09,-30.59,-0.55
-12.27,-31.94,-0.43
-16.93,-33.94,-1
-18.09,-35.68,-1.6
-18.09,-35.68,-1.6
-24.26,-30.54,-12.19
-26.42,-24.63,-15.71
-27.73,-17.43,-18.88
-28.56,-2.13,-24.86
-25.82,5.41,-27.95
-23.36,10.63,-30.08
-23.22,15.41,-30.63
-25.76,19.56,-18.69
-27.99,13.06,0.77
-30.19,1.66,11.43
-15.15,8.44,-6.08
,,
0.62,-1.21,0.08
0.66,-1.25,0.02
0.56,-1.31,-0.11
0.6,-1.3,-0.13
0.63,-1.44,-0.14
0.93,-2.02,-0.27
1.2,-2.32,-0.4
1.44,-2.6,-0.61
1.81,-3.3,-0.87
1.89,-3.63,-0.89
1.93,-3.89,-0.89
1.9,-4.07,-0.93
2.06,-4.43,-1.18
2.35,-4.82,-1.35
2.64,-5.3,-1.8
3.56,-6.09,-3.04
3.52,-7.49,-4.58
4.42,-8.19,-4.68
5.19,-8.96,-5.08
6.7,-10.03,-6.18
7.45,-10.51,-6.57
8.21,-11.11,-6.98
8.57,-12.36,-8.12
7.8,-13.04,-8.24
6.27,-13.55,-8.12
3.72,-13.99,-7.72
-1.78,-14.5,-4.85
-5.78,-15.53,-2.39
-10.16,-16.86,0.33
-17.01,-19.3,5.16
-20.03,-20.61,7.23
-22.11,-21.69,8.77
-24.05,-23.39,9.49
-24.71,-24.51,8.38
-24.51,-25.02,6.23
-23.26,-25.09,2.77
-21.06,-25.06,-9.51
-20.21,-25.05,-16.58
-18.15,-23.4,-23.79
-13.14,-12.05,-32.93
-12.97,-6.56,-31.83
-14.21,-1.99,-30.19
-20.48,8.41,-28
-23.17,14.51,-25.57
-25.84,19.73,-24.19
-26.79,22.09,-22.99
-28.35,18.75,-17.08
-28.2,16.01,-12.1
-27.73,14.4,-8.96
-23.73,6.07,-4.38
,,
0.66,-1.25,0.02
0.56,-1.31,-0.11
0.6,-1.3,-0.13
0.63,-1.44,-0.14
0.93,-2.02,-0.27
1.2,-2.32,-0.4
1.44,-2.6,-0.61
