ax,ay,az
-1.19,0.53,-7.95
3.69,-2.64,-11.01
1.66,0.48,-12.12
0.42,3.85,-3.07
0.42,3.85,-3.07
0.42,3.85,-3.07
0.42,3.85,-3.07
1.1,1.78,-3.19
1.1,1.78,-3.19
1.1,1.78,-3.19
1.1,1.78,-3.19
0.49,-1.39,-3.16
0.49,-1.39,-3.16
0.49,-1.39,-3.16
0.49,-1.39,-3.16
0.13,-7.02,-2.4
0.13,-7.02,-2.4
0.13,-7.02,-2.4
0.13,-7.02,-2.4
-0.09,-7.22,-1.89
-0.09,-7.22,-1.89
-0.09,-7.22,-1.89
-0.09,-7.22,-1.89
-0.09,-7.22,-1.89
0.4,-6.33,-1.89
0.4,-6.33,-1.89
0.4,-6.33,-1.89
0.4,-6.33,-1.89
0.4,-6.33,-1.89
0.4,-6.33,-1.89
1.3,-4.65,-2.16
1.3,-4.65,-2.16
1.3,-4.65,-2.16
1.3,-4.65,-2.16
1.82,-2.1,-2.56
1.82,-2.1,-2.56
,,
0.41,-4.02,-9.87
-0.92,-1.04,-0.75
0.62,-1.31,-1.81
0.23,-1.95,-1
0.05,-1.77,-2.22
-0.85,-1.91,-1.29
1.08,-5.14,-3.14
-0.86,-1.16,-4.9
-0.55,7.41,0.7
0.13,1.59,-10.06
-1.75,0.33,-17.51
-1.19,0.53,-7.95
3.69,-2.64,-11.01
1.66,0.48,-12.12
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
2.45,-8.27,-3.76
2.45,-8.27,-3.76
2.45,-8.27,-3.76
2.45,-8.27,-3.76
2.44,-8.08,-2.61
2.44,-8.08,-2.61
2.44,-8.08,-2.61
2.44,-8.08,-2.61
2.44,-8.08,-2.61
2.44,-8.08,-2.61
1.69,-7.2,-0.75
1.69,-7.2,-0.75
1.69,-7.2,-0.75
1.69,-7.2,-0.75
1.69,-7.2,-0.75
1.23,-6.89,-0.38
1.23,-6.89,-0.38
1.23,-6.89,-0.38
1.23,-6.89,-0.38
0.97,-6.65,0.02
0.97,-6.65,0.02
0.97,-6.65,0.02
0.97,-6.65,0.02
0.35,-6.03,0.43
0.35,-6.03,0.43
0.35,-6.03,0.43
0.35,-6.03,0.43
0.1,-5.77,0.4
0.1,-5.77,0.4
0.1,-5.77,0.4
0.1,-5.77,0.4
0.1,-5.77,0.4
-0.03,-5.41,0.3
,,
-0.55,7.41,0.7
0.13,1.59,-10.06
-1.75,0.33,-17.51
-1.19,0.53,-7.95
3.69,-2.64,-11.01
1.66,0.48,-12.12
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
-2.07,8.46,-1.68
-2.07,8.46,-1.68
-2.07,8.46,-1.68
-1.77,8.33,-1.3
-1.77,8.33,-1.3
-1.77,8.33,-1.3
-1.77,8.33,-1.3
-1.27,7.93,-0.97
-1.27,7.93,-0.97
-1.27,7.93,-0.97
-1.27,7.93,-0.97
-2.55,6.41,-1.5
-2.55,6.41,-1.5
-2.55,6.41,-1.5
-2.55,6.41,-1.5
-2.55,6.41,-1.5
-2.63,5.8,-1.97
-2.63,5.8,-1.97
-2.63,5.8,-1.97
-2.63,5.8,-1.97
-2.63,5.8,-1.97
-2.63,5.8,-1.97
-2.39,5.82,-2.47
-2.39,5.82,-2.47
-2.39,5.82,-2.47
-2.39,5.82,-2.47
-1.89,6.44,-2.97
-1.89,6.44,-2.97
-1.89,6.44,-2.97
-1.89,6.44,-2.97
-1.17,8.43,-3.17
-1.17,8.43,-3.17
-1.17,8.43,-3.17
,,
0.13,1.59,-10.06
-1.75,0.33,-17.51
-1.19,0.53,-7.95
3.69,-2.64,-11.01
1.66,0.48,-12.12
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-3.52,10.04,-0.81
-3.52,10.04,-0.81
-3.52,10.04,-0.81
-3.52,10.04,-0.81
-3.52,10.04,-0.81
-3.52,10.04,-0.81
-4.94,13.5,0.65
-4.94,13.5,0.65
-4.94,13.5,0.65
-4.94,13.5,0.65
-4.94,13.5,0.65
-6.27,17.24,2.01
-6.27,17.24,2.01
-6.27,17.24,2.01
-6.27,17.24,2.01
-6.27,17.24,2.01
-6.35,16.76,1.76
-6.35,16.76,1.76
-6.35,16.76,1.76
-6.35,16.76,1.76
-6.41,14.66,0.62
-6.41,14.66,0.62
-6.41,14.66,0.62
-5,9.36,-3.03
-5,9.36,-3.03
-5,9.36,-3.03
-5,9.36,-3.03
-5,9.36,-3.03
-5,9.36,-3.03
-2.99,7.47,-4.97
-2.99,7.47,-4.97
-2.99,7.47,-4.97
-2.99,7.47,-4.97
,,
-1.19,0.53,-7.95
3.69,-2.64,-11.01
1.66,0.48,-12.12
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
-2.44,4.15,0.79
-2.43,4.76,1.23
-2.43,4.76,1.23
-2.43,4.76,1.23
-2.43,4.76,1.23
-1.7,4.5,0.9
-1.7,4.5,0.9
-1.7,4.5,0.9
-0.9,4.34,0.82
-0.9,4.34,0.82
-0.9,4.34,0.82
-0.9,4.34,0.82
-0.49,3.98,0.59
-0.49,3.98,0.59
-0.49,3.98,0.59
-0.49,3.98,0.59
-0.49,3.98,0.59
-0.49,3.98,0.59
-0.18,3.82,0.48
-0.18,3.82,0.48
-0.18,3.82,0.48
-0.18,3.82,0.48
-0.18,3.82,0.48
-0.18,3.82,0.48
-0.31,3.56,0.23
-0.31,3.56,0.23
-0.31,3.56,0.23
-0.31,3.56,0.23
-0.52,3.73,0.11
-0.52,3.73,0.11
-0.52,3.73,0.11
-0.52,3.73,0.11
-0.53,4,0.1
,,
3.69,-2.64,-11.01
1.66,0.48,-12.12
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
1.8,-0.41,-0.43
1.8,-0.41,-0.43
1.8,-0.41,-0.43
1.59,-0.6,-2.02
1.59,-0.6,-2.02
1.59,-0.6,-2.02
1.59,-0.6,-2.02
1.59,-0.6,-2.02
1.78,-0.34,-2.33
1.78,-0.34,-2.33
1.78,-0.34,-2.33
1.78,-0.34,-2.33
1.78,-0.34,-2.33
1.78,-0.34,-2.33
2.16,-0.85,-2.56
2.16,-0.85,-2.56
2.16,-0.85,-2.56
2.16,-0.85,-2.56
2.01,0.07,-3.36
2.01,0.07,-3.36
2.01,0.07,-3.36
2.01,0.07,-3.36
1.58,0.49,-2.88
1.58,0.49,-2.88
1.58,0.49,-2.88
1.58,0.49,-2.88
1.09,0.62,-2.28
1.09,0.62,-2.28
1.09,0.62,-2.28
1.09,0.62,-2.28
1.09,0.62,-2.28
0.39,1.55,-1.33
0.39,1.55,-1.33
,,
-0.72,1.24,-1.83
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
-0.53,-5.29,-7.13
-0.53,-5.29,-7.13
-0.53,-5.29,-7.13
-0.65,-4.71,-6.94
-0.65,-4.71,-6.94
-0.65,-4.71,-6.94
-0.65,-4.71,-6.94
-0.68,-4.08,-6.6
-0.68,-4.08,-6.6
-0.68,-4.08,-6.6
-0.68,-4.08,-6.6
-1.43,-2.94,-5.98
-1.43,-2.94,-5.98
-1.43,-2.94,-5.98
-1.43,-2.94,-5.98
-1.71,-2.64,-5.7
-1.71,-2.64,-5.7
-1.71,-2.64,-5.7
-1.71,-2.64,-5.7
-1.71,-2.64,-5.7
-2.12,-2.52,-5.31
-2.12,-2.52,-5.31
-2.12,-2.52,-5.31
-2.12,-2.52,-5.31
-2.12,-2.52,-5.31
-2.12,-2.52,-5.31
-2.67,-2.78,-5.12
-2.67,-2.78,-5.12
-2.67,-2.78,-5.12
-2.67,-2.78,-5.12
-2.78,-4.05,-5.09
-2.78,-4.05,-5.09
-2.78,-4.05,-5.09
,,
-0.21,4.4,1.32
-1.29,9.47,-1.48
0.09,-0.4,-0.12
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
0.37,1.36,8.91
-0.06,-3.72,12.22
-0.06,-3.72,12.22
-0.06,-3.72,12.22
-0.06,-3.72,12.22
-0.19,-3.53,12.38
-0.19,-3.53,12.38
-0.19,-3.53,12.38
-0.19,-3.53,12.38
-0.19,-3.53,12.38
-0.19,-3.53,12.38
-1.78,-3.03,11.97
-1.78,-3.03,11.97
-1.78,-3.03,11.97
-1.78,-3.03,11.97
-1.78,-3.03,11.97
-1.35,-2.64,11.72
-1.35,-2.64,11.72
-1.35,-2.64,11.72
-1.35,-2.64,11.72
-1.23,-2.82,11.27
-1.23,-2.82,11.27
-1.23,-2.82,11.27
-1.23,-2.82,11.27
-2.7,-4,10.13
-2.7,-4,10.13
-2.7,-4,10.13
-2.7,-4,10.13
-3.15,-4.11,9.44
-3.15,-4.11,9.44
-3.15,-4.11,9.44
-3.15,-4.11,9.44
-3.15,-4.11,9.44
-3.19,-4.44,8.66
,,
-0.12,-0.09,-0.12
-0.15,-0.37,0.01
-0.37,-0.16,-0.06
-0.08,-0.36,-0.14
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
0.37,1.36,8.91
0.36,-0.99,4.01
0.08,-1.12,2.23
0.18,-2.29,7.63
-7.03,-4.62,16.32
-7.03,-4.62,16.32
-7.03,-4.62,16.32
-7.03,-4.62,16.32
-8.6,-4.91,12.49
-8.6,-4.91,12.49
-8.6,-4.91,12.49
-9.33,-5.04,9.99
-9.33,-5.04,9.99
-9.33,-5.04,9.99
-9.33,-5.04,9.99
-10.03,-4.95,7.25
-10.03,-4.95,7.25
-10.03,-4.95,7.25
-10.03,-4.95,7.25
-11.82,-3.43,0.42
-11.82,-3.43,0.42
-11.82,-3.43,0.42
-11.82,-3.43,0.42
-11.82,-3.43,0.42
-11.82,-3.43,0.42
-11.64,-1.99,-3.22
-11.64,-1.99,-3.22
-11.64,-1.99,-3.22
-11.64,-1.99,-3.22
-11.64,-1.99,-3.22
-11.34,0.24,-6.75
-11.34,0.24,-6.75
-11.34,0.24,-6.75
-11.34,0.24,-6.75
-10.63,3.33,-9.62
-10.63,3.33,-9.62
-10.63,3.33,-9.62
,,
0.03,-0.85,-1.26
-0.1,-4.73,1.13
-2.26,-2.64,-9.23
0.55,-5.47,-3.92
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
0.37,1.36,8.91
0.36,-0.99,4.01
0.08,-1.12,2.23
0.18,-2.29,7.63
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
-3.5,4,-5.77
-3.5,4,-5.77
-3.8,5.63,-7.7
-3.8,5.63,-7.7
-3.8,5.63,-7.7
-3.8,5.63,-7.7
-3.8,5.63,-7.7
-3.67,6.82,-9.44
-3.67,6.82,-9.44
-3.67,6.82,-9.44
-3.67,6.82,-9.44
-3.67,6.82,-9.44
-3.67,6.82,-9.44
-3,5.78,-11.41
-3,5.78,-11.41
-3,5.78,-11.41
-3,5.78,-11.41
-3.13,3.88,-12.04
-3.13,3.88,-12.04
-3.13,3.88,-12.04
-3.13,3.88,-12.04
-3.56,1.73,-12.3
-3.56,1.73,-12.3
-3.56,1.73,-12.3
-3.56,1.73,-12.3
-3.68,-1.39,-11.99
-3.68,-1.39,-11.99
-3.68,-1.39,-11.99
-3.68,-1.39,-11.99
-3.68,-1.39,-11.99
-3.53,-1.95,-11.31
-3.53,-1.95,-11.31
-3.53,-1.95,-11.31
,,
-0.13,-4.32,-0.62
2.22,-2.81,-7.53
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
0.37,1.36,8.91
0.36,-0.99,4.01
0.08,-1.12,2.23
0.18,-2.29,7.63
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-2.04,1.49,-6.41
-1.69,1.95,-7.36
-1.69,1.95,-7.36
-1.69,1.95,-7.36
-0.94,1.48,-9.08
-0.94,1.48,-9.08
-0.94,1.48,-9.08
-0.94,1.48,-9.08
-0.67,0.92,-9.48
-0.67,0.92,-9.48
-0.67,0.92,-9.48
-0.67,0.92,-9.48
-0.97,0.48,-9.72
-0.97,0.48,-9.72
-0.97,0.48,-9.72
-0.97,0.48,-9.72
-0.97,0.48,-9.72
-1.12,-0.18,-9.7
-1.12,-0.18,-9.7
-1.12,-0.18,-9.7
-1.12,-0.18,-9.7
-1.12,-0.18,-9.7
-1.12,-0.18,-9.7
-1.72,-1.81,-9.63
-1.72,-1.81,-9.63
-1.72,-1.81,-9.63
-1.72,-1.81,-9.63
-2.02,-2.36,-9.61
-2.02,-2.36,-9.61
-2.02,-2.36,-9.61
-2.02,-2.36,-9.61
-2.13,-2.8,-9.54
-2.13,-2.8,-9.54
,,
2.83,-9.28,1.21
-0.04,-1.15,1.26
-1.02,-4.55,-5.06
0.37,1.36,8.91
0.36,-0.99,4.01
0.08,-1.12,2.23
0.18,-2.29,7.63
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-0.26,-1.56,1.09
-1.21,-0.55,7.32
-3.86,-2.68,9.28
-3.65,-2.4,7.04
-3.65,-2.4,7.04
-3.65,-2.4,7.04
-3.65,-2.4,7.04
-3.65,-2.4,7.04
-3.64,-2.57,5.71
-3.64,-2.57,5.71
-3.64,-2.57,5.71
-3.64,-2.57,5.71
-3.64,-2.57,5.71
-3.64,-2.57,5.71
-3.44,-2.6,4.37
-3.44,-2.6,4.37
-3.44,-2.6,4.37
-3.44,-2.6,4.37
-2.87,-2.22,1.69
-2.87,-2.22,1.69
-2.87,-2.22,1.69
-2.87,-2.22,1.69
-3.01,-2.1,0.34
-3.01,-2.1,0.34
-3.01,-2.1,0.34
-3.01,-2.1,0.34
-2.98,-1.91,-0.86
-2.98,-1.91,-0.86
-2.98,-1.91,-0.86
-2.98,-1.91,-0.86
-2.98,-1.91,-0.86
-2.7,-1.3,-2.95
-2.7,-1.3,-2.95
-2.7,-1.3,-2.95
-2.7,-1.3,-2.95
,,
0.37,1.36,8.91
0.36,-0.99,4.01
0.08,-1.12,2.23
0.18,-2.29,7.63
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-0.26,-1.56,1.09
-1.21,-0.55,7.32
-0.13,-1.78,2.39
0.17,-0.59,1.65
-2.39,-2.04,11.7
-3.36,-1.07,2.52
-2.98,-0.57,1.13
-2.98,-0.57,1.13
-2.98,-0.57,1.13
-2.63,-0.32,-0.26
-2.63,-0.32,-0.26
-2.63,-0.32,-0.26
-2.63,-0.32,-0.26
-1.68,-0.35,-2.64
-1.68,-0.35,-2.64
-1.68,-0.35,-2.64
-1.68,-0.35,-2.64
-1.63,-0.7,-3.57
-1.63,-0.7,-3.57
-1.63,-0.7,-3.57
-1.63,-0.7,-3.57
-1.63,-0.7,-3.57
-1.63,-0.7,-3.57
-1.57,-1.12,-4.44
-1.57,-1.12,-4.44
-1.57,-1.12,-4.44
-1.57,-1.12,-4.44
-1.57,-1.12,-4.44
-1.38,-1.74,-5.18
-1.38,-1.74,-5.18
-1.38,-1.74,-5.18
-1.38,-1.74,-5.18
-0.78,-2.59,-6.69
-0.78,-2.59,-6.69
-0.78,-2.59,-6.69
-0.78,-2.59,-6.69
-0.62,-2.63,-7.17
-0.62,-2.63,-7.17
,,
0.08,-1.12,2.23
0.18,-2.29,7.63
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-0.26,-1.56,1.09
-1.21,-0.55,7.32
-0.13,-1.78,2.39
0.17,-0.59,1.65
-2.39,-2.04,11.7
-0.56,-0.1,5.27
-0.74,-0.38,10.45
-2.19,-2.18,4.16
-2.19,-2.18,4.16
-2.62,-1.88,3.06
-2.62,-1.88,3.06
-2.62,-1.88,3.06
-2.62,-1.88,3.06
-2.62,-1.88,3.06
-2.79,-1.04,0.95
-2.79,-1.04,0.95
-2.79,-1.04,0.95
-2.79,-1.04,0.95
-2.79,-1.04,0.95
-2.79,-1.04,0.95
-3.02,-0.85,-0.24
-3.02,-0.85,-0.24
-3.02,-0.85,-0.24
-3.02,-0.85,-0.24
-3.14,-0.77,-1.51
-3.14,-0.77,-1.51
-3.14,-0.77,-1.51
-3.26,-0.6,-3.72
-3.26,-0.6,-3.72
-3.26,-0.6,-3.72
-3.26,-0.6,-3.72
-3.04,-0.55,-4.57
-3.04,-0.55,-4.57
-3.04,-0.55,-4.57
-3.04,-0.55,-4.57
-3.04,-0.55,-4.57
-3.04,-0.55,-4.57
-2.87,-0.64,-5.42
-2.87,-0.64,-5.42
-2.87,-0.64,-5.42
,,
0.99,-2.42,0.79
0.44,-3.43,1.3
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-0.26,-1.56,1.09
-1.21,-0.55,7.32
-0.13,-1.78,2.39
0.17,-0.59,1.65
-2.39,-2.04,11.7
-0.56,-0.1,5.27
-0.74,-0.38,10.45
0.15,-1.97,2.44
1.12,3.12,15.8
-2.55,0.58,-2.65
-2.55,0.58,-2.65
-1.18,3.48,-6.55
-1.18,3.48,-6.55
-1.18,3.48,-6.55
-1.18,3.48,-6.55
-0.8,4.08,-8.12
-0.8,4.08,-8.12
-0.8,4.08,-8.12
-0.8,4.08,-8.12
-1.01,3.93,-9.37
-1.01,3.93,-9.37
-1.01,3.93,-9.37
-0.18,2.49,-9.98
-0.18,2.49,-9.98
-0.18,2.49,-9.98
-0.18,2.49,-9.98
-0.18,2.49,-9.98
-0.18,2.49,-9.98
-0.41,1.83,-9.37
-0.41,1.83,-9.37
-0.41,1.83,-9.37
-0.41,1.83,-9.37
-0.41,1.83,-9.37
-0.41,1.83,-9.37
-1.48,1,-8.81
-1.48,1,-8.81
-1.48,1,-8.81
-2.15,-0.35,-8.52
-2.15,-0.35,-8.52
-2.15,-0.35,-8.52
-2.15,-0.35,-8.52
-1.49,-2.97,-8.19
,,
0.74,-2.45,5.2
-2.39,-3.15,19.49
0.2,-1.23,1.74
-0.35,-1.73,4.53
-0.17,-1.43,7.28
-4.97,-3.1,10.61
-0.26,-1.56,1.09
-1.21,-0.55,7.32
-0.13,-1.78,2.39
0.17,-0.59,1.65
-2.39,-2.04,11.7
-0.56,-0.1,5.27
-0.74,-0.38,10.45
0.15,-1.97,2.44
1.12,3.12,15.8
0.14,-0.91,0.96
-3.08,2.21,12.58
-3.82,-6.46,6.19
-3.82,-6.46,6.19
-3.65,-5.99,3.97
-3.65,-5.99,3.97
-3.65,-5.99,3.97
-3.65,-5.99,3.97
-3.65,-5.99,3.97
-3.65,-5.99,3.97
-3.12,-5.41,1.87
-3.12,-5.41,1.87
-3.12,-5.41,1.87
-3.12,-5.41,1.87
-3.12,-5.41,1.87
-2.01,-3.66,-2.15
-2.01,-3.66,-2.15
-2.01,-3.66,-2.15
-2.01,-3.66,-2.15
-2.01,-3.66,-2.15
-1.69,-2.75,-3.97
-1.69,-2.75,-3.97
-1.69,-2.75,-3.97
-0.95,-1.51,-5.6
-0.95,-1.51,-5.6
-0.95,-1.51,-5.6
-0.95,-1.51,-5.6
-0.84,0.35,-8.12
-0.84,0.35,-8.12
-0.84,0.35,-8.12
-0.84,0.35,-8.12
-0.84,0.35,-8.12
-0.84,0.35,-8.12
-0.74,0.77,-8.78
-0.74,0.77,-8.78
,,
1.12,3.12,15.8
0.14,-0.91,0.96
-3.08,2.21,12.58
-0.82,-3.83,-0.04
-2.46,-3.04,1.01
0.02,1.16,-1.21
3.24,1.09,-1.8
-0.3,1.39,0.61
-2.16,-1.29,1.09
0.79,-0.12,-2.66
-0.86,1.78,2.26
-3.18,-1.32,-0.11
2.35,0.85,-3.08
0.4,3.89,4.03
-3.72,-2.07,-0.69
-2.03,-1.24,1.69
4.69,5.29,4.44
-2.99,-2.91,-0.25
-2.99,-2.91,-0.25
-2.99,-2.91,-0.25
-4.02,-2.66,1.09
-4.02,-2.66,1.09
-4.02,-2.66,1.09
-4.02,-2.66,1.09
-4.02,-2.66,1.09
-4.02,-2.66,1.09
-3.71,-1.21,0.96
-3.71,-1.21,0.96
-3.71,-1.21,0.96
-3.71,-1.21,0.96
-3.71,-1.21,0.96
-3.67,-1.9,1.4
-3.67,-1.9,1.4
-3.67,-1.9,1.4
-3.67,-1.9,1.4
-3.67,-1.9,1.4
-4.08,-2.2,0.97
-4.08,-2.2,0.97
-4.08,-2.2,0.97
-4.08,-2.2,0.97
-4.63,-2.57,0.6
-4.63,-2.57,0.6
-4.63,-2.57,0.6
-4.63,-2.57,0.6
-5.01,-2.83,1.81
-5.01,-2.83,1.81
-5.01,-2.83,1.81
-5.01,-2.83,1.81
-5.01,-2.83,1.81
-5.18,-2.51,1.76
,,
0.14,-0.91,0.96
-3.08,2.21,12.58
-0.82,-3.83,-0.04
-2.46,-3.04,1.01
0.02,1.16,-1.21
3.24,1.09,-1.8
-0.3,1.39,0.61
-2.16,-1.29,1.09
0.79,-0.12,-2.66
-0.86,1.78,2.26
-3.18,-1.32,-0.11
2.35,0.85,-3.08
0.4,3.89,4.03
-3.72,-2.07,-0.69
-2.03,-1.24,1.69
4.69,5.29,4.44
-6.28,-2.01,-0.95
1.69,2.92,1.83
1.69,2.92,1.83
1.69,2.92,1.83
1.69,2.92,1.83
1.69,2.92,1.83
2.93,3.34,2.25
2.93,3.34,2.25
2.93,3.34,2.25
2.93,3.34,2.25
5.14,3.78,3.17
5.14,3.78,3.17
5.14,3.78,3.17
5.14,3.78,3.17
5.99,3.88,3.64
5.99,3.88,3.64
5.99,3.88,3.64
5.99,3.88,3.64
6.45,4.04,4.15
6.45,4.04,4.15
6.45,4.04,4.15
6.45,4.04,4.15
6.45,4.04,4.15
6.06,3.98,4.83
6.06,3.98,4.83
6.06,3.98,4.83
6.06,3.98,4.83
6.06,3.98,4.83
6.06,3.98,4.83
5.54,3.94,4.78
5.54,3.94,4.78
5.54,3.94,4.78
5.54,3.94,4.78
5.19,3.26,4.3
,,
2.35,0.85,-3.08
0.4,3.89,4.03
-3.72,-2.07,-0.69
-2.03,-1.24,1.69
4.69,5.29,4.44
-6.28,-2.01,-0.95
0.44,0.59,2.13
-5.15,-2.22,0.04
-0.52,0.68,0.32
3.51,-0.51,3.93
-5.29,-0.73,-0.71
1.26,2.23,2.48
1.46,-0.64,3.06
-6.5,-1.38,0.04
3.28,3.94,1.71
1.95,-1.47,-1.11
-6.37,-3.64,0.46
5,3.59,1.99
5,3.59,1.99
5,3.59,1.99
5,3.59,1.99
5.99,3.68,2.84
5.99,3.68,2.84
5.99,3.68,2.84
5.99,3.68,2.84
5.99,3.68,2.84
7.01,4.08,4.2
7.01,4.08,4.2
7.01,4.08,4.2
7.01,4.08,4.2
7.01,4.08,4.2
6.67,3.92,4.86
6.67,3.92,4.86
6.67,3.92,4.86
6.25,3.56,5.93
6.25,3.56,5.93
6.25,3.56,5.93
6.25,3.56,5.93
5.52,1.32,5.21
5.52,1.32,5.21
5.52,1.32,5.21
5.52,1.32,5.21
5.52,1.32,5.21
5.52,1.32,5.21
4.69,0.47,4.78
4.69,0.47,4.78
4.69,0.47,4.78
4.69,0.47,4.78
4.69,0.47,4.78
3.98,-0.06,4.17
,,
0.4,3.89,4.03
-3.72,-2.07,-0.69
-2.03,-1.24,1.69
4.69,5.29,4.44
-6.28,-2.01,-0.95
0.44,0.59,2.13
-5.15,-2.22,0.04
-0.52,0.68,0.32
3.51,-0.51,3.93
-5.29,-0.73,-0.71
1.26,2.23,2.48
1.46,-0.64,3.06
-6.5,-1.38,0.04
3.28,3.94,1.71
1.95,-1.47,-1.11
-6.37,-3.64,0.46
-3.9,6.53,0.67
3.23,-19.49,8.46
3.23,-19.49,8.46
3.23,-19.49,8.46
3.16,-19.53,7.46
3.16,-19.53,7.46
3.16,-19.53,7.46
3.16,-19.53,7.46
2.79,-18.53,6.62
2.79,-18.53,6.62
2.79,-18.53,6.62
2.79,-18.53,6.62
2.09,-16.66,5.83
2.09,-16.66,5.83
2.09,-16.66,5.83
2.09,-16.66,5.83
2.09,-16.66,5.83
1.44,-14.47,4.86
1.44,-14.47,4.86
1.44,-14.47,4.86
1.44,-14.47,4.86
1.44,-14.47,4.86
1.44,-14.47,4.86
0.61,-9.57,2.72
0.61,-9.57,2.72
0.61,-9.57,2.72
0.61,-9.57,2.72
0.15,-7.08,2.02
0.15,-7.08,2.02
0.15,-7.08,2.02
0.15,-7.08,2.02
0.27,-4.87,1.37
0.27,-4.87,1.37
0.27,-4.87,1.37
,,
-3.72,-2.07,-0.69
-2.03,-1.24,1.69
4.69,5.29,4.44
-6.28,-2.01,-0.95
0.44,0.59,2.13
-5.15,-2.22,0.04
-0.52,0.68,0.32
3.51,-0.51,3.93
-5.29,-0.73,-0.71
1.26,2.23,2.48
1.46,-0.64,3.06
-6.5,-1.38,0.04
3.28,3.94,1.71
1.95,-1.47,-1.11
-6.37,-3.64,0.46
-3.9,6.53,0.67
-2.95,-6.05,2.39
3.18,-14.94,2.65
3.18,-14.94,2.65
3.18,-14.94,2.65
3.18,-14.94,2.65
3.18,-14.94,2.65
3.18,-14.94,2.65
2.52,-13.14,1.87
2.52,-13.14,1.87
2.52,-13.14,1.87
2.52,-13.14,1.87
